symbol,side,size,price,timestamp
BTC,BUY,0.0014,14305210.000,2025-11-30 21:00:01.694
BTC,BUY,0.0002,14305210.000,2025-11-30 21:00:01.732
BTC,SELL,0.0017,14302155.000,2025-11-30 21:00:15.242
BTC,BUY,0.0001,14305320.000,2025-11-30 21:01:25.113
BTC,SELL,0.0001,14302155.000,2025-11-30 21:06:08.203
BTC,SELL,0.0001,14299000.000,2025-11-30 21:06:08.203
BTC,SELL,0.0010,14297700.000,2025-11-30 21:06:08.203
BTC,SELL,0.0001,14295415.000,2025-11-30 21:06:08.203
BTC,SELL,0.0050,14295414.000,2025-11-30 21:06:08.203
BTC,SELL,0.0050,14295414.000,2025-11-30 21:06:08.203
BTC,SELL,0.0001,14294737.000,2025-11-30 21:06:08.203
BTC,BUY,0.0100,14300580.000,2025-11-30 21:06:49.399
BTC,BUY,0.0010,14302160.000,2025-11-30 21:07:51.209
BTC,BUY,0.0001,14295229.000,2025-11-30 21:10:08.061
BTC,BUY,0.0001,14295129.000,2025-11-30 21:10:23.086
BTC,SELL,0.0001,14291778.000,2025-11-30 21:10:44.035
BTC,SELL,0.0001,14291778.000,2025-11-30 21:10:44.035
BTC,SELL,0.0029,14291098.000,2025-11-30 21:10:44.035
BTC,SELL,0.0029,14291098.000,2025-11-30 21:10:44.035
BTC,SELL,0.0001,14284836.000,2025-11-30 21:10:44.035
BTC,BUY,0.0001,14286360.000,2025-11-30 21:10:46.704
BTC,BUY,0.0001,14285045.000,2025-11-30 21:11:41.474
BTC,SELL,0.0001,14284840.000,2025-11-30 21:12:22.163
BTC,SELL,0.0417,14284836.000,2025-11-30 21:12:22.163
BTC,SELL,0.0007,14284836.000,2025-11-30 21:12:22.840
BTC,SELL,0.0017,14281759.000,2025-11-30 21:12:22.916
BTC,SELL,0.0002,14280000.000,2025-11-30 21:12:22.968
BTC,SELL,0.0001,14280000.000,2025-11-30 21:12:22.968
BTC,SELL,0.0003,14280000.000,2025-11-30 21:12:22.968
BTC,SELL,0.0005,14280000.000,2025-11-30 21:12:22.968
BTC,BUY,0.0064,14280447.000,2025-11-30 21:12:25.200
BTC,SELL,0.0196,14280000.000,2025-11-30 21:12:26.521
BTC,SELL,0.0005,14279992.000,2025-11-30 21:12:26.521
BTC,SELL,0.0046,14279992.000,2025-11-30 21:12:26.876
BTC,SELL,0.0050,14279376.000,2025-11-30 21:12:27.505
BTC,SELL,0.0016,14276067.000,2025-11-30 21:12:27.505
BTC,SELL,0.0008,14275383.000,2025-11-30 21:12:27.505
BTC,SELL,0.0121,14273698.000,2025-11-30 21:12:27.505
BTC,SELL,0.0125,14273698.000,2025-11-30 21:12:27.538
BTC,BUY,0.0006,14280000.000,2025-11-30 21:12:27.613
BTC,BUY,0.0060,14280001.000,2025-11-30 21:12:27.613
BTC,SELL,0.0149,14272000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0010,14270001.000,2025-11-30 21:12:27.659
BTC,SELL,0.0002,14270000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0000,14270000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0001,14270000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0001,14270000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0100,14270000.000,2025-11-30 21:12:27.659
BTC,SELL,0.0001,14269830.000,2025-11-30 21:12:27.659
BTC,SELL,0.0001,14264699.000,2025-11-30 21:12:27.659
BTC,SELL,0.0156,14264172.000,2025-11-30 21:12:27.659
BTC,SELL,0.0044,14264172.000,2025-11-30 21:12:27.716
BTC,SELL,0.0056,14263012.000,2025-11-30 21:12:27.716
BTC,SELL,0.0001,14263011.000,2025-11-30 21:12:28.062
BTC,SELL,0.0001,14262284.000,2025-11-30 21:12:28.062
BTC,SELL,0.0089,14261967.000,2025-11-30 21:12:28.062
BTC,SELL,0.0046,14261967.000,2025-11-30 21:12:28.183
BTC,SELL,0.0059,14261967.000,2025-11-30 21:12:28.277
BTC,SELL,0.0002,14260000.000,2025-11-30 21:12:28.277
BTC,SELL,0.0001,14260000.000,2025-11-30 21:12:28.277
BTC,SELL,0.0000,14260000.000,2025-11-30 21:12:28.277
BTC,SELL,0.0039,14260000.000,2025-11-30 21:12:28.277
BTC,SELL,0.0046,14261350.000,2025-11-30 21:12:28.634
BTC,BUY,0.0015,14262610.000,2025-11-30 21:12:29.513
BTC,BUY,0.0031,14262610.000,2025-11-30 21:13:03.546
BTC,BUY,0.0200,14263450.000,2025-11-30 21:13:08.503
BTC,BUY,0.0056,14263449.000,2025-11-30 21:13:08.814
BTC,BUY,0.0040,14265820.000,2025-11-30 21:13:10.160
BTC,BUY,0.0011,14269770.000,2025-11-30 21:13:28.653
BTC,BUY,0.0011,14271350.000,2025-11-30 21:13:35.097
BTC,BUY,0.0014,14273720.000,2025-11-30 21:13:41.482
BTC,BUY,0.0016,14280040.000,2025-11-30 21:13:47.963
BTC,BUY,0.0014,14280147.000,2025-11-30 21:13:54.397
BTC,BUY,0.0005,14281238.000,2025-11-30 21:14:00.871
BTC,SELL,0.0004,14278884.000,2025-11-30 21:14:09.958
BTC,SELL,0.0007,14280000.000,2025-11-30 21:14:41.087
BTC,SELL,0.0007,14278884.000,2025-11-30 21:14:41.087
BTC,BUY,0.0001,14280830.000,2025-11-30 21:14:42.017
BTC,BUY,0.0047,14284470.000,2025-11-30 21:15:16.144
BTC,SELL,0.0007,14284470.000,2025-11-30 21:16:16.483
BTC,BUY,0.0002,14277975.000,2025-11-30 21:16:20.080
BTC,BUY,0.0004,14277975.000,2025-11-30 21:16:21.622
BTC,BUY,0.0002,14277833.000,2025-11-30 21:16:26.556
BTC,BUY,0.0003,14277974.000,2025-11-30 21:16:32.969
BTC,BUY,0.0014,14276976.000,2025-11-30 21:16:39.475
BTC,BUY,0.0015,14277670.000,2025-11-30 21:16:45.920
BTC,BUY,0.0013,14276605.000,2025-11-30 21:17:43.286
BTC,BUY,0.0001,14276000.000,2025-11-30 21:17:59.654
BTC,BUY,0.0001,14277080.000,2025-11-30 21:17:59.654
BTC,BUY,0.0001,14277080.000,2025-11-30 21:18:37.913
BTC,BUY,0.0001,14276965.000,2025-11-30 21:18:51.690
BTC,BUY,0.0010,14272574.000,2025-11-30 21:19:39.060
BTC,BUY,0.0008,14272574.000,2025-11-30 21:20:04.124
BTC,SELL,0.0021,14272569.000,2025-11-30 21:20:47.438
BTC,SELL,0.0000,14272569.000,2025-11-30 21:20:51.206
BTC,SELL,0.0030,14270000.000,2025-11-30 21:20:51.206
BTC,SELL,0.0000,14270000.000,2025-11-30 21:20:51.206
BTC,SELL,0.0070,14260000.000,2025-11-30 21:20:51.206
BTC,SELL,0.0091,14260000.000,2025-11-30 21:20:52.381
BTC,SELL,0.0009,14260000.000,2025-11-30 21:20:52.381
BTC,BUY,0.0000,14261869.000,2025-11-30 21:21:07.677
BTC,SELL,0.0021,14260000.000,2025-11-30 21:21:15.867
BTC,SELL,0.0001,14260000.000,2025-11-30 21:21:15.867
BTC,SELL,0.0000,14260000.000,2025-11-30 21:21:15.867
BTC,SELL,0.0001,14260000.000,2025-11-30 21:21:15.867
BTC,SELL,0.0049,14259527.000,2025-11-30 21:21:15.867
BTC,SELL,0.0059,14259467.000,2025-11-30 21:21:15.867
BTC,SELL,0.0001,14257815.000,2025-11-30 21:21:15.867
BTC,SELL,0.0001,14257714.000,2025-11-30 21:21:15.867
BTC,SELL,0.0047,14257713.000,2025-11-30 21:21:15.867
BTC,SELL,0.0100,14255649.000,2025-11-30 21:21:15.867
BTC,SELL,0.0050,14255648.000,2025-11-30 21:21:15.867
BTC,SELL,0.0019,14254563.000,2025-11-30 21:21:15.867
BTC,SELL,0.0500,14254396.000,2025-11-30 21:21:15.867
BTC,SELL,0.0002,14253869.000,2025-11-30 21:21:15.867
BTC,SELL,0.0005,14252520.000,2025-11-30 21:21:15.867
BTC,SELL,0.0048,14252000.000,2025-11-30 21:21:15.867
BTC,SELL,0.0096,14251236.000,2025-11-30 21:21:15.867
BTC,SELL,0.0001,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0001,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0005,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0010,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0001,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0000,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0010,14250000.000,2025-11-30 21:22:56.004
BTC,SELL,0.0059,14250000.000,2025-11-30 21:22:56.944
BTC,SELL,0.0019,14250000.000,2025-11-30 21:22:56.944
BTC,SELL,0.0031,14250000.000,2025-11-30 21:22:57.029
BTC,SELL,0.0000,14250000.000,2025-11-30 21:22:57.029
BTC,SELL,0.0000,14250000.000,2025-11-30 21:22:57.029
BTC,SELL,0.0001,14250000.000,2025-11-30 21:22:57.029
BTC,SELL,0.0000,14250000.000,2025-11-30 21:22:57.029
BTC,SELL,0.0167,14250000.000,2025-11-30 21:22:57.029
BTC,BUY,0.0001,14250803.000,2025-11-30 21:26:22.700
BTC,BUY,0.0010,14250800.000,2025-11-30 21:26:26.360
BTC,SELL,0.0100,14252879.000,2025-11-30 21:27:25.628
BTC,BUY,0.0043,14252880.000,2025-11-30 21:27:30.493
BTC,BUY,0.0050,14252875.000,2025-11-30 21:27:47.156
BTC,BUY,0.0002,14255549.000,2025-11-30 21:29:39.032
BTC,BUY,0.0014,14258653.000,2025-11-30 21:29:41.923
BTC,BUY,0.0018,14259430.000,2025-11-30 21:29:48.337
BTC,BUY,0.0015,14259425.000,2025-11-30 21:29:54.701
BTC,SELL,0.0005,14259424.000,2025-11-30 21:30:01.546
BTC,BUY,0.0009,14261867.000,2025-11-30 21:30:03.222
BTC,BUY,0.0014,14260640.000,2025-11-30 21:30:06.896
BTC,BUY,0.0006,14260640.000,2025-11-30 21:30:06.896
BTC,BUY,0.0016,14260637.000,2025-11-30 21:30:09.788
BTC,BUY,0.0001,14260644.000,2025-11-30 21:30:09.788
BTC,BUY,0.0001,14260644.000,2025-11-30 21:30:14.613
BTC,BUY,0.0000,14260782.000,2025-11-30 21:30:14.613
BTC,BUY,0.0009,14260782.000,2025-11-30 21:30:16.178
BTC,SELL,0.0014,14258421.000,2025-11-30 21:30:20.523
BTC,BUY,0.0005,14260290.000,2025-11-30 21:30:22.615
BTC,BUY,0.0005,14261080.000,2025-11-30 21:30:29.022
BTC,BUY,0.0049,14261907.000,2025-11-30 21:31:34.416
BTC,BUY,0.0049,14261907.000,2025-11-30 21:31:34.416
BTC,BUY,0.0002,14263449.000,2025-11-30 21:31:34.416
BTC,BUY,0.0001,14263447.000,2025-11-30 21:31:40.605
BTC,BUY,0.0001,14267100.000,2025-11-30 21:33:11.968
BTC,BUY,0.0000,14267100.000,2025-11-30 21:33:27.610
BTC,BUY,0.0003,14267135.000,2025-11-30 21:33:27.610
BTC,BUY,0.0003,14267135.000,2025-11-30 21:33:37.560
BTC,BUY,0.0006,14267135.000,2025-11-30 21:33:50.311
BTC,BUY,0.0002,14268337.000,2025-11-30 21:34:15.492
BTC,BUY,0.0015,14271350.000,2025-11-30 21:34:46.403
BTC,BUY,0.0001,14272139.000,2025-11-30 21:34:57.862
BTC,BUY,0.0060,14272930.000,2025-11-30 21:35:07.332
BTC,BUY,0.0060,14272930.000,2025-11-30 21:35:07.413
BTC,BUY,0.0000,14273683.000,2025-11-30 21:37:26.343
BTC,BUY,0.0000,14273683.000,2025-11-30 21:37:48.546
BTC,BUY,0.0001,14273683.000,2025-11-30 21:37:48.546
BTC,BUY,0.0018,14273683.000,2025-11-30 21:37:50.433
BTC,BUY,0.0082,14273683.000,2025-11-30 21:37:50.433
BTC,BUY,0.0004,14275683.000,2025-11-30 21:38:32.438
BTC,SELL,0.0000,14270475.000,2025-11-30 21:39:41.242
BTC,SELL,0.0002,14268961.000,2025-11-30 21:39:41.242
BTC,SELL,0.0010,14268330.000,2025-11-30 21:39:41.242
BTC,SELL,0.0038,14264955.000,2025-11-30 21:39:41.242
BTC,SELL,0.0001,14265653.000,2025-11-30 21:40:01.970
BTC,SELL,0.0004,14264343.000,2025-11-30 21:40:01.970
BTC,SELL,0.0027,14260000.000,2025-11-30 21:40:30.936
BTC,BUY,0.0013,14261062.000,2025-11-30 21:41:08.646
BTC,BUY,0.0001,14263407.000,2025-11-30 21:42:27.758
BTC,BUY,0.0001,14264227.000,2025-11-30 21:43:05.402
BTC,BUY,0.0023,14264194.000,2025-11-30 21:43:36.999
BTC,BUY,0.0001,14264196.000,2025-11-30 21:43:36.999
BTC,BUY,0.0026,14265023.000,2025-11-30 21:43:36.999
BTC,BUY,0.0001,14265023.000,2025-11-30 21:43:49.429
BTC,BUY,0.0001,14263001.000,2025-11-30 21:44:34.815
BTC,BUY,0.0001,14265023.000,2025-11-30 21:45:43.434
BTC,BUY,0.0002,14269730.000,2025-11-30 21:48:16.325
BTC,BUY,0.0200,14271760.000,2025-11-30 21:49:04.255
BTC,BUY,0.0000,14269731.000,2025-11-30 21:49:21.924
BTC,SELL,0.0005,14269730.000,2025-11-30 21:50:01.566
BTC,BUY,0.0014,14269731.000,2025-11-30 21:50:11.628
BTC,BUY,0.0200,14269731.000,2025-11-30 21:50:11.628
BTC,BUY,0.0004,14271350.000,2025-11-30 21:50:50.456
BTC,BUY,0.0001,14271869.000,2025-11-30 21:51:05.531
BTC,BUY,0.0000,14273720.000,2025-11-30 21:52:08.648
BTC,BUY,0.0000,14272870.000,2025-11-30 21:54:12.806
BTC,BUY,0.0647,14278460.000,2025-11-30 21:54:55.277
BTC,SELL,0.0000,14276272.000,2025-11-30 21:55:00.666
BTC,BUY,0.0001,14278460.000,2025-11-30 21:55:37.076
BTC,BUY,0.0004,14279250.000,2025-11-30 21:55:47.175
BTC,BUY,0.0200,14279252.000,2025-11-30 21:56:26.019
BTC,BUY,0.0003,14279965.000,2025-11-30 21:57:23.035
BTC,BUY,0.0001,14279965.000,2025-11-30 21:57:25.365
BTC,BUY,0.0001,14279965.000,2025-11-30 21:57:37.067
BTC,BUY,0.0007,14279965.000,2025-11-30 21:58:39.788
BTC,SELL,0.0670,14279253.000,2025-11-30 21:58:51.446
BTC,BUY,0.0487,14279254.000,2025-11-30 21:59:00.570
BTC,BUY,0.0015,14279967.000,2025-11-30 21:59:00.570
BTC,BUY,0.0036,14281113.000,2025-11-30 21:59:00.570
BTC,BUY,0.0036,14281595.000,2025-11-30 21:59:00.570
BTC,BUY,0.0012,14281998.000,2025-11-30 21:59:00.570
BTC,BUY,0.0078,14282025.000,2025-11-30 21:59:00.570
BTC,BUY,0.0275,14282030.000,2025-11-30 21:59:00.570
BTC,BUY,0.1605,14282410.000,2025-11-30 21:59:00.570
BTC,BUY,0.0010,14282603.000,2025-11-30 21:59:55.305
BTC,BUY,0.0001,14283583.000,2025-11-30 22:00:21.449
BTC,BUY,0.0001,14283989.000,2025-11-30 22:01:12.220
BTC,BUY,0.0001,14284220.000,2025-11-30 22:01:39.176
BTC,BUY,0.0019,14286360.000,2025-11-30 22:01:39.176
BTC,BUY,0.0001,14286345.000,2025-11-30 22:02:00.405
BTC,SELL,0.0020,14281054.000,2025-11-30 22:02:01.646
BTC,BUY,0.0000,14286360.000,2025-11-30 22:04:10.253
BTC,BUY,0.0002,14286853.000,2025-11-30 22:04:18.799
BTC,BUY,0.0002,14287940.000,2025-11-30 22:04:18.799
BTC,BUY,0.0007,14288646.000,2025-11-30 22:04:33.061
BTC,BUY,0.0000,14290000.000,2025-11-30 22:04:53.167
BTC,BUY,0.0001,14290000.000,2025-11-30 22:05:57.889
BTC,BUY,0.0001,14290000.000,2025-11-30 22:05:57.889
BTC,BUY,0.0011,14291100.000,2025-11-30 22:05:57.889
BTC,BUY,0.0012,14294889.000,2025-11-30 22:06:39.050
BTC,BUY,0.0013,14298126.000,2025-11-30 22:06:39.050
BTC,BUY,0.0575,14298210.000,2025-11-30 22:06:39.050
BTC,BUY,0.0001,14298210.000,2025-11-30 22:06:39.091
BTC,BUY,0.0700,14299790.000,2025-11-30 22:06:51.080
BTC,BUY,0.0010,14299063.000,2025-11-30 22:07:05.389
BTC,SELL,0.0007,14296218.000,2025-11-30 22:07:39.762
BTC,BUY,0.0050,14291150.000,2025-11-30 22:07:58.892
BTC,BUY,0.0004,14291150.000,2025-11-30 22:08:08.026
BTC,SELL,0.0007,14292559.000,2025-11-30 22:09:23.428
BTC,SELL,0.0007,14292719.000,2025-11-30 22:09:33.729
BTC,SELL,0.0026,14293160.000,2025-11-30 22:09:48.503
BTC,BUY,0.0134,14298210.000,2025-11-30 22:11:34.650
BTC,BUY,0.0017,14298210.000,2025-11-30 22:11:34.849
BTC,BUY,0.0032,14299000.000,2025-11-30 22:11:47.078
BTC,BUY,0.0002,14300000.000,2025-11-30 22:12:58.020
BTC,BUY,0.0001,14300000.000,2025-11-30 22:12:58.020
BTC,BUY,0.0001,14300723.000,2025-11-30 22:12:58.020
BTC,BUY,0.0032,14301283.000,2025-11-30 22:12:58.020
BTC,BUY,0.0001,14300000.000,2025-11-30 22:13:25.877
BTC,BUY,0.0020,14301284.000,2025-11-30 22:13:25.877
BTC,BUY,0.0002,14302950.000,2025-11-30 22:13:46.696
BTC,SELL,0.0001,14300506.000,2025-11-30 22:13:47.880
BTC,SELL,0.0000,14300000.000,2025-11-30 22:15:05.916
BTC,BUY,0.0000,14299244.000,2025-11-30 22:15:09.766
BTC,SELL,0.0060,14297008.000,2025-11-30 22:15:34.621
BTC,SELL,0.0040,14297008.000,2025-11-30 22:15:35.529
BTC,SELL,0.0026,14297008.000,2025-11-30 22:15:54.795
BTC,SELL,0.0088,14297008.000,2025-11-30 22:15:59.982
BTC,SELL,0.0004,14297008.000,2025-11-30 22:16:24.237
BTC,BUY,0.0001,14300294.000,2025-11-30 22:16:41.108
BTC,BUY,0.0008,14302950.000,2025-11-30 22:16:43.330
BTC,BUY,0.0030,14303401.000,2025-11-30 22:16:47.894
BTC,SELL,0.0001,14300993.000,2025-11-30 22:16:54.486
BTC,BUY,0.0001,14305192.000,2025-11-30 22:17:37.155
BTC,BUY,0.0010,14304157.000,2025-11-30 22:18:47.331
BTC,SELL,0.0025,14304200.000,2025-11-30 22:19:20.392
BTC,SELL,0.0100,14304200.000,2025-11-30 22:19:29.660
BTC,SELL,0.0200,14304200.000,2025-11-30 22:19:29.662
BTC,SELL,0.0266,14304200.000,2025-11-30 22:19:29.699
BTC,SELL,0.0103,14304200.000,2025-11-30 22:19:29.913
BTC,SELL,0.0001,14304200.000,2025-11-30 22:19:30.808
BTC,BUY,0.0001,14304057.000,2025-11-30 22:19:31.095
BTC,SELL,0.0050,14297008.000,2025-11-30 22:19:31.508
BTC,SELL,0.0043,14297008.000,2025-11-30 22:19:32.370
BTC,SELL,0.0040,14297008.000,2025-11-30 22:19:39.237
BTC,SELL,0.0100,14297008.000,2025-11-30 22:20:37.235
BTC,SELL,0.0047,14297008.000,2025-11-30 22:20:37.324
BTC,SELL,0.0030,14297008.000,2025-11-30 22:20:38.472
BTC,SELL,0.0030,14297008.000,2025-11-30 22:20:38.733
BTC,SELL,0.0100,14297008.000,2025-11-30 22:20:41.686
BTC,SELL,0.0043,14297008.000,2025-11-30 22:20:42.275
BTC,SELL,0.0058,14297008.000,2025-11-30 22:20:42.275
BTC,SELL,0.0100,14297008.000,2025-11-30 22:20:47.244
BTC,BUY,0.0001,14297009.000,2025-11-30 22:21:10.219
BTC,SELL,0.0200,14297008.000,2025-11-30 22:21:34.733
BTC,SELL,0.0047,14297008.000,2025-11-30 22:21:37.676
BTC,SELL,0.0054,14297008.000,2025-11-30 22:21:37.676
BTC,BUY,0.0002,14297009.000,2025-11-30 22:21:41.069
BTC,SELL,0.0015,14297008.000,2025-11-30 22:21:42.159
BTC,SELL,0.0001,14297008.000,2025-11-30 22:21:45.184
BTC,SELL,0.0050,14295000.000,2025-11-30 22:21:47.094
BTC,BUY,0.0085,14290001.000,2025-11-30 22:22:05.093
BTC,BUY,0.0010,14290001.000,2025-11-30 22:22:27.300
BTC,BUY,0.0031,14290001.000,2025-11-30 22:22:40.383
BTC,SELL,0.0002,14290000.000,2025-11-30 22:22:51.500
BTC,SELL,0.0001,14290000.000,2025-11-30 22:22:51.500
BTC,SELL,0.0000,14290000.000,2025-11-30 22:22:51.500
BTC,BUY,0.0002,14290479.000,2025-11-30 22:24:05.195
BTC,BUY,0.0006,14288806.000,2025-11-30 22:24:32.507
BTC,SELL,0.0001,14288777.000,2025-11-30 22:24:32.540
BTC,BUY,0.0002,14288778.000,2025-11-30 22:24:49.491
BTC,BUY,0.0044,14289520.000,2025-11-30 22:25:23.709
BTC,BUY,0.0000,14290122.000,2025-11-30 22:25:40.527
BTC,SELL,0.0005,14288777.000,2025-11-30 22:26:03.666
BTC,BUY,0.0001,14296782.000,2025-11-30 22:28:17.775
BTC,BUY,0.0200,14296780.000,2025-11-30 22:28:46.012
BTC,BUY,0.0001,14292194.000,2025-11-30 22:29:13.894
BTC,BUY,0.0001,14290265.000,2025-11-30 22:29:25.736
BTC,SELL,0.0001,14290000.000,2025-11-30 22:29:25.951
BTC,SELL,0.0001,14288777.000,2025-11-30 22:29:25.951
BTC,SELL,0.0004,14288774.000,2025-11-30 22:29:25.951
BTC,SELL,0.0002,14288073.000,2025-11-30 22:29:25.951
BTC,BUY,0.0030,14289520.000,2025-11-30 22:29:39.211
BTC,BUY,0.0010,14290260.000,2025-11-30 22:29:53.425
BTC,BUY,0.0002,14286361.000,2025-11-30 22:30:13.281
BTC,SELL,0.0004,14286360.000,2025-11-30 22:30:17.278
BTC,SELL,0.0096,14286000.000,2025-11-30 22:30:17.278
BTC,BUY,0.0007,14286001.000,2025-11-30 22:30:21.308
BTC,BUY,0.0004,14286001.000,2025-11-30 22:30:26.029
BTC,SELL,0.0004,14286000.000,2025-11-30 22:30:28.382
BTC,SELL,0.0099,14286000.000,2025-11-30 22:30:28.382
BTC,SELL,0.0001,14286000.000,2025-11-30 22:32:15.421
BTC,SELL,0.0011,14282714.000,2025-11-30 22:32:16.174
BTC,BUY,0.0001,14282715.000,2025-11-30 22:32:32.386
BTC,SELL,0.0001,14282714.000,2025-11-30 22:32:42.353
BTC,SELL,0.0001,14281054.000,2025-11-30 22:32:51.871
BTC,SELL,0.0003,14280790.000,2025-11-30 22:32:52.496
BTC,SELL,0.0000,14280000.000,2025-11-30 22:32:59.043
BTC,BUY,0.0200,14271229.000,2025-11-30 22:33:16.704
BTC,BUY,0.0001,14271229.000,2025-11-30 22:34:00.821
BTC,SELL,0.0011,14271228.000,2025-11-30 22:34:16.728
BTC,SELL,0.0010,14270023.000,2025-11-30 22:34:16.728
BTC,SELL,0.0000,14270000.000,2025-11-30 22:34:16.728
BTC,SELL,0.0010,14270000.000,2025-11-30 22:34:16.728
BTC,SELL,0.0019,14270000.000,2025-11-30 22:34:16.728
BTC,BUY,0.0000,14270001.000,2025-11-30 22:34:51.048
BTC,BUY,0.0010,14270001.000,2025-11-30 22:35:39.449
BTC,SELL,0.0001,14270000.000,2025-11-30 22:35:46.654
BTC,SELL,0.0062,14270000.000,2025-11-30 22:35:46.654
BTC,SELL,0.0039,14275299.000,2025-11-30 22:36:35.367
BTC,SELL,0.0001,14275299.000,2025-11-30 22:36:35.367
BTC,SELL,0.0010,14275299.000,2025-11-30 22:36:35.367
BTC,BUY,0.0042,14276880.000,2025-11-30 22:37:03.798
BTC,SELL,0.0100,14276879.000,2025-11-30 22:37:05.609
BTC,SELL,0.0010,14275393.000,2025-11-30 22:37:10.500
BTC,SELL,0.0019,14270000.000,2025-11-30 22:38:00.840
BTC,SELL,0.0081,14270000.000,2025-11-30 22:38:00.840
BTC,SELL,0.0015,14270000.000,2025-11-30 22:38:00.940
BTC,SELL,0.0400,14270000.000,2025-11-30 22:38:01.249
BTC,SELL,0.0050,14270000.000,2025-11-30 22:38:02.334
BTC,SELL,0.0100,14270000.000,2025-11-30 22:38:02.857
BTC,SELL,0.0054,14270000.000,2025-11-30 22:38:03.205
BTC,SELL,0.0001,14270000.000,2025-11-30 22:38:03.205
BTC,SELL,0.0015,14269244.000,2025-11-30 22:38:04.401
BTC,SELL,0.0014,14269244.000,2025-11-30 22:38:04.401
BTC,SELL,0.0011,14267547.000,2025-11-30 22:38:06.634
BTC,SELL,0.0002,14265023.000,2025-11-30 22:38:07.209
BTC,SELL,0.0008,14264000.000,2025-11-30 22:38:07.209
BTC,SELL,0.0007,14264000.000,2025-11-30 22:38:07.472
BTC,SELL,0.0001,14263150.000,2025-11-30 22:38:07.472
BTC,SELL,0.0001,14263150.000,2025-11-30 22:38:07.472
BTC,SELL,0.0092,14260000.000,2025-11-30 22:38:07.472
BTC,BUY,0.0001,14260543.000,2025-11-30 22:38:17.449
BTC,BUY,0.0001,14261080.000,2025-11-30 22:38:30.607
BTC,BUY,0.0007,14260844.000,2025-11-30 22:38:45.239
BTC,BUY,0.0007,14265030.000,2025-11-30 22:40:15.643
BTC,BUY,0.0041,14266609.000,2025-11-30 22:40:29.839
BTC,BUY,0.0289,14271853.000,2025-11-30 22:42:02.800
BTC,BUY,0.0001,14271854.000,2025-11-30 22:42:02.800
BTC,SELL,0.0007,14276166.000,2025-11-30 22:42:39.914
BTC,BUY,0.0028,14280040.000,2025-11-30 22:42:58.563
BTC,SELL,0.0001,14280193.000,2025-11-30 22:43:16.383
BTC,SELL,0.0006,14277315.000,2025-11-30 22:43:16.383
BTC,SELL,0.0041,14272338.000,2025-11-30 22:43:31.804
BTC,BUY,0.0200,14272930.000,2025-11-30 22:43:32.679
BTC,BUY,0.0001,14269864.000,2025-11-30 22:44:42.731
BTC,BUY,0.0002,14269863.000,2025-11-30 22:44:44.317
BTC,BUY,0.0000,14264984.000,2025-11-30 22:45:08.691
BTC,BUY,0.0004,14268190.000,2025-11-30 22:46:11.032
BTC,BUY,0.0013,14264270.000,2025-11-30 22:46:56.277
BTC,BUY,0.0035,14264270.000,2025-11-30 22:46:56.277
BTC,BUY,0.0003,14268000.000,2025-11-30 22:46:56.277
BTC,SELL,0.0042,14267382.000,2025-11-30 22:49:01.001
BTC,SELL,0.0048,14265238.000,2025-11-30 22:49:01.001
BTC,BUY,0.0001,14266610.000,2025-11-30 22:49:02.149
BTC,BUY,0.0002,14268189.000,2025-11-30 22:49:42.625
BTC,BUY,0.0001,14270979.000,2025-11-30 22:50:38.062
BTC,BUY,0.0004,14276090.000,2025-11-30 22:53:00.465
BTC,BUY,0.0049,14276234.000,2025-11-30 22:53:37.014
BTC,BUY,0.0251,14277236.000,2025-11-30 22:53:37.014
BTC,SELL,0.0111,14275306.000,2025-11-30 22:53:57.827
BTC,SELL,0.0045,14276239.000,2025-11-30 22:55:33.562
BTC,SELL,0.0045,14276239.000,2025-11-30 22:55:33.562
BTC,SELL,0.0003,14275306.000,2025-11-30 22:55:33.562
BTC,SELL,0.0237,14274780.000,2025-11-30 22:55:33.562
BTC,BUY,0.0048,14281881.000,2025-11-30 22:56:03.319
BTC,BUY,0.0352,14282410.000,2025-11-30 22:56:03.319
BTC,SELL,0.0007,14281880.000,2025-11-30 22:56:08.111
BTC,BUY,0.0004,14284066.000,2025-11-30 22:56:43.016
BTC,BUY,0.0001,14285025.000,2025-11-30 22:56:51.627
BTC,BUY,0.0001,14282832.000,2025-11-30 22:57:54.927
BTC,BUY,0.0001,14285121.000,2025-11-30 22:58:47.401
BTC,SELL,0.0010,14283884.000,2025-11-30 22:58:48.697
BTC,BUY,0.0000,14285121.000,2025-11-30 22:58:59.426
BTC,BUY,0.0001,14287150.000,2025-11-30 22:58:59.426
BTC,SELL,0.0020,14285422.000,2025-11-30 22:59:18.908
BTC,BUY,0.0020,14286285.000,2025-11-30 22:59:43.133
